title,abstract
e-Entropy and the Complexity of Feedforward Neural Networks,Abstract Missing
On the Circuit Complexity of Neural Networks,Abstract Missing
"Comparison of three classification techniques: CART, C4.5 and Multi-Layer Perceptrons",Abstract Missing
A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,Abstract Missing
Time Trials on Second-Order and Variable-Learning-Rate Algorithms,Abstract Missing
Kohonen Networks and Clustering: Comparative Performance in Color Clustering,Abstract Missing
VLSI Implementations of Learning and Memory Systems: A Review,Abstract Missing
Compact EEPROM-based Weight Functions,Abstract Missing
An Analog VLSI Splining Network,Abstract Missing
Relaxation Networks for Large Supervised Learning Problems,Abstract Missing
Design and Implementation of a High Speed CMAC Neural Network Using Programmable CMOS Logic Cell Arrays,Abstract Missing
Back Propagation Implementation on the Adaptive Solutions CNAPS Neurocomputer Chip,Abstract Missing
Reconfigurable Neural Net Chip with 32K Connections,Abstract Missing
Simulation of the Neocognitron on a CCD Parallel Processing Architecture,Abstract Missing
VLSI Implementation of TInMANN,Abstract Missing
Models Wanted: Must Fit Dimensions of Sleep and Dreaming,Abstract Missing
Stationarity of Synaptic Coupling Strength Between Neurons with Nonstationary Discharge Properties,Abstract Missing
Perturbing Hebbian Rules,Abstract Missing
Statistical Reliability of a Blowfly Movement-Sensitive Neuron,Abstract Missing
The Clusteron: Toward a Simple Abstraction for a Complex Neuron,Abstract Missing
Network activity determines spatio-temporal integration in single cells,Abstract Missing
Nonlinear Pattern Separation in Single Hippocampal Neurons with Active Dendritic Membrane,Abstract Missing
Self-organization in real neurons: Anti-Hebb in 'Channel Space'?,Abstract Missing
Single Neuron Model: Response to Weak Modulation in the Presence of Noise,Abstract Missing
Dual Inhibitory Mechanisms for Definition of Receptive Field Characteristics in a Cat Striate Cortex,Abstract Missing
A comparison between a neural network model for the formation of brain maps and experimental data,Abstract Missing
Retinogeniculate Development: The Role of Competition and Correlated Retinal Activity,Abstract Missing
Locomotion in a Lower Vertebrate: Studies of the Cellular Basis of Rhythmogenesis and Oscillator Coupling,Abstract Missing
Adaptive Synchronization of Neural and Physical Oscillators,Abstract Missing
Burst Synchronization without Frequency Locking in a Completely Solvable Neural Network Model,Abstract Missing
Oscillatory Model of Short Term Memory,Abstract Missing
Multi-State Time Delay Networks for Continuous Speech Recognition,Abstract Missing
Modeling Applications with the Focused Gamma Net,Abstract Missing
Time-Warping Network: A Hybrid Framework for Speech Recognition,Abstract Missing
Improved Hidden Markov Model Speech Recognition Using Radial Basis Function Networks,Abstract Missing
Connectionist Optimisation of Tied Mixture Hidden Markov Models,Abstract Missing
Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation,Abstract Missing
JANUS: Speech-to-Speech Translation Using Connectionist and Non-Connectionist Techniques,Abstract Missing
Forward Dynamics Modeling of Speech Motor Control Using Physiological Data,Abstract Missing
English Alphabet Recognition with Telephone Speech,Abstract Missing
Generalization Performance in PARSEC - A Structured Connectionist Parsing Architecture,Abstract Missing
Constructing Proofs in Symmetric Networks,Abstract Missing
A Connectionist Learning Approach to Analyzing Linguistic Stress,Abstract Missing
Propagation Filters in PDS Networks for Sequencing and Ambiguity Resolution,Abstract Missing
A Segment-Based Automatic Language Identification System,Abstract Missing
The Efficient Learning of Multiple Task Sequences,Abstract Missing
Practical Issues in Temporal Difference Learning,Abstract Missing
HARMONET: A Neural Net for Harmonizing Chorales in the Style of J. S. Bach,Abstract Missing
Induction of Multiscale Temporal Structure,Abstract Missing
Network Model of State-Dependent Sequencing,Abstract Missing
Learning Unambiguous Reduced Sequence Descriptions,Abstract Missing
Recurrent Networks and NARMA Modeling,Abstract Missing
Induction of Finite-State Automata Using Second-Order Recurrent Networks,Abstract Missing
Extracting and Learning an Unknown Grammar with Recurrent Neural Networks,Abstract Missing
Operators and curried functions: Training and analysis of simple recurrent networks,Abstract Missing
Green's Function Method for Fast On-Line Learning Algorithm of Recurrent Neural Networks,Abstract Missing
Dynamically-Adaptive Winner-Take-All Networks,Abstract Missing
Information Processing to Create Eye Movements,Abstract Missing
Decoding of Neuronal Signals in Visual Pattern Recognition,Abstract Missing
Learning How to Teach or Selecting Minimal Surface Data,Abstract Missing
Learning to Make Coherent Predictions in Domains with Discontinuities,Abstract Missing
Recurrent Eye Tracking Network Using a Distributed Representation of Image Motion,Abstract Missing
Against Edges: Function Approximation with Multiple Support Maps,Abstract Missing
Markov Random Fields Can Bridge Levels of Abstraction,Abstract Missing
Illumination and View Position in 3D Visual Recognition,Abstract Missing
Hierarchical Transformation of Space in the Visual System,Abstract Missing
VISIT: A Neural Model of Covert Visual Attention,Abstract Missing
Visual Grammars and Their Neural Nets,Abstract Missing
Learning to Segment Images Using Dynamic Feature Binding,Abstract Missing
Combined Neural Network and Rule-Based Framework for Probabilistic Pattern Recognition and Discovery,Abstract Missing
Linear Operator for Object Recognition,Abstract Missing
3D Object Recognition Using Unsupervised Feature Extraction,Abstract Missing
Structural Risk Minimization for Character Recognition,Abstract Missing
Image Segmentation with Networks of Variable Scales,Abstract Missing
Multi-Digit Recognition Using a Space Displacement Neural Network,Abstract Missing
A Self-Organizing Integrated Segmentation and Recognition Neural Net,Abstract Missing
Recognizing Overlapping Hand-Printed Characters by Centered-Object Integrated Segmentation and Recognition,Abstract Missing
Adaptive Elastic Models for Hand-Printed Character Recognition,Abstract Missing
Obstacle Avoidance through Reinforcement Learning,Abstract Missing
Active Exploration in Dynamic Environments,Abstract Missing
Oscillatory Neural Fields for Globally Optimal Path Planning,Abstract Missing
Recognition of Manipulated Objects by Motor Learning,Abstract Missing
Refining PID Controllers using Neural Networks,Abstract Missing
Fast Learning with Predictive Forward Models,Abstract Missing
"Fast, Robust Adaptive Control by Learning only Forward Models",Abstract Missing
Reverse TDNN: An Architecture For Trajectory Generation,Abstract Missing
Learning Global Direct Inverse Kinematics,Abstract Missing
A Neural Net Model for Adaptive Control of Saccadic Accuracy by Primate Cerebellum and Brainstem,Abstract Missing
Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation,Abstract Missing
A Cortico-Cerebellar Model that Learns to Generate Distributed Motor Commands to Control a Kinematic Arm,Abstract Missing
A Computational Mechanism to Account for Averaged Modified Hand Trajectories,Abstract Missing
Simulation of Optimal Movements Using the Minimum-Muscle-Tension-Change Model,Abstract Missing
ANN Based Classification for Heart Defibrillators,Abstract Missing
Neural Network Diagnosis of Avascular Necrosis from Magnetic Resonance Images,Abstract Missing
Neural Network Analysis of Event Related Potentials and Electroencephalogram Predicts Vigilance,Abstract Missing
Neural Control for Rolling Mills: Incorporating Domain Theories to Overcome Data Deficiency,Abstract Missing
Fault Diagnosis of Antenna Pointing Systems using Hybrid Neural Network and Signal Processing Models,Abstract Missing
Multimodular Architecture for Remote Sensing Operations.,Abstract Missing
Principled Architecture Selection for Neural Networks: Application to Corporate Bond Rating Prediction,Abstract Missing
Adaptive Development of Connectionist Decoders for Complex Error-Correcting Codes,Abstract Missing
Application of Neural Network Methodology to the Modelling of the Yield Strength in a Steel Rolling Plate Mill,Abstract Missing
Computer Recognition of Wave Location in Graphical Data by a Neural Network,Abstract Missing
A Neural Network for Motion Detection of Drift-Balanced Stimuli,Abstract Missing
Neural Network Routing for Random Multistage Interconnection Networks,Abstract Missing
Networks for the Separation of Sources that are Superimposed and Delayed,Abstract Missing
CCD Neural Network Processors for Pattern Recognition,Abstract Missing
A Parallel Analog CCD/CMOS Signal Processor,Abstract Missing
Direction Selective Silicon Retina that uses Null Inhibition,Abstract Missing
A Contrast Sensitive Silicon Retina with Reciprocal Synapses,Abstract Missing
A Neurocomputer Board Based on the ANNA Neural Network Chip,Abstract Missing
Software for ANN training on a Ring Array Processor,Abstract Missing
Constrained Optimization Applied to the Parameter Setting Problem for Analog Circuits,Abstract Missing
Segmentation Circuits Using Constrained Optimization,Abstract Missing
Analog LSI Implementation of an Auto-Adaptive Network for Real-Time Separation of Independent Signals,Abstract Missing
Temporal Adaptation in a Silicon Auditory Nerve,Abstract Missing
Optical Implementation of a Self-Organizing Feature Extractor,Abstract Missing
Principles of Risk Minimization for Learning Theory,Abstract Missing
Bayesian Model Comparison and Backprop Nets,Abstract Missing
The Effective Number of Parameters: An Analysis of Generalization and Regularization in Nonlinear Learning Systems,Abstract Missing
"Estimating Average-Case Learning Curves Using Bayesian, Statistical Physics and VC Dimension Methods",Abstract Missing
Constant-Time Loading of Shallow 1-Dimensional Networks,Abstract Missing
Experimental Evaluation of Learning in a Neural Microsystem,Abstract Missing
Threshold Network Learning in the Presence of Equivalences,Abstract Missing
Gradient Descent: Second Order Momentum and Saturating Error,Abstract Missing
Tangent Prop - A formalism for specifying selected invariances in an adaptive network,Abstract Missing
Polynomial Uniform Convergence of Relative Frequencies to Probabilities,Abstract Missing
Unsupervised learning of distributions on binary vectors using two layer networks,Abstract Missing
Incrementally Learning Time-varying Half-planes,Abstract Missing
The VC-Dimension versus the Statistical Capacity of Multilayer Networks,Abstract Missing
Some Approximation Properties of Projection Pursuit Learning Networks,Abstract Missing
Neural Computing with Small Weights,Abstract Missing
A Simple Weight Decay Can Improve Generalization,Abstract Missing
Best-First Model Merging for Dynamic Learning and Recognition,Abstract Missing
Rule Induction through Integrated Symbolic and Subsymbolic Processing,Abstract Missing
Interpretation of Artificial Neural Networks: Mapping Knowledge-Based Neural Networks into Rules,Abstract Missing
